OBJECTID,Aadress,Toidukoht_arv,Teenustase,Teenus_arv,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Parkimisnorm,Parkimis_koefitsent,GlobalID
201,Turu tn 1,126,Hea tase,99,79.47626738,3,5,11,21,0.20523733,{61BB40FA-54C2-4D95-8933-BF68C72F2EC7}
202,Vikerkaare tn 11,3,Baastase,7,43.48642705,2,2,2,78,0.78256786,{2504C500-2C87-4583-9548-80BB03019939}
203,Väike kaar 25,23,-,17,55.3710813,2,0,3,100,1,{FAE978AB-C680-46D7-AE6E-0C3D2121150B}
204,Kivi tn 23,100,Hea tase,78,61.62675975,2,2,11,38,0.3837324,{17F1A7AA-C5CA-4A36-B61E-7835182616E2}
205,Rüütli tn 15,125,Hea tase,114,61.99602564,1,4,10,38,0.38003974,{0E75DDF7-209B-4AAD-9D6D-626E4AAACDC3}
206,Tiigi tn 61a,35,Hea tase,31,57.6196126,2,5,5,42,0.42380387,{4290360A-8E22-45ED-A978-40EE21906F79}
207,Sõpruse pst 2,10,Baastase,23,54.24921728,5,4,5,73,0.72875391,{5E0033AD-0AD3-453E-AA55-109551F14386}
208,Aleksandri tn 42 // 42a,6,Baastase,9,63.72642809,1,2,11,68,0.68136786,{24154374-19A8-4E4F-958C-FF2954BC36C8}
209,Raatuse tn 19,138,Hea tase,108,65.64431119,3,2,11,34,0.34355689,{8863602B-8038-4A4D-9777-3EE32922AA6C}
210,Linnu tn 6,2,Baastase,2,38.9221004,1,1,1,81,0.8053895,{69170CD7-E581-4F87-B248-CE6A5C6C87ED}
211,Pärna tn 23 // 25,10,Baastase,14,57.64280092,3,1,11,71,0.711786,{4FCAEB1A-66A2-48FC-B5D2-58F758A55EBF}
212,Võru tn 64 // 66,35,Hea tase,32,64.5345346,2,4,8,35,0.35465465,{E4483A51-432C-4F21-BC4A-0E348B0BF74F}
213,Uus tn 41 // 43,10,Baastase,18,56.79122481,2,1,12,72,0.71604388,{3DA09324-F7EC-469C-B4BE-D7AFA0CA12B9}
214,Piiri tn 12,4,Baastase,7,40.5574953,1,1,1,80,0.79721252,{29C08DD3-7E95-4EC7-878D-53C43AA9ECA2}
215,Lai tn 6,105,Hea tase,89,50.87558801,2,4,9,49,0.49124412,{8D1C66F6-C245-4E23-85CC-E8AE0699BBA0}
216,Salme tn 33,5,Baastase,10,47.59688066,2,1,5,76,0.7620156,{07DB7312-E00B-4DBB-BF76-E289890DD9C9}
217,Vikerkaare tn 6,8,Baastase,11,48.47069651,2,2,2,76,0.75764652,{76B9EACD-BAA7-4687-AAD3-419598E49433}
218,Räni tn 14,3,Baastase,5,45.63587431,1,1,2,77,0.77182063,{F857ED21-B818-4E78-BFC9-318A74100D9B}
219,Laulupeo pst 25,11,Baastase,14,41.42314066,1,3,2,79,0.7928843,{A7910526-3DCA-4FA0-A9EB-6336E89720B8}
220,Sambla tn 2,2,-,2,12.10923098,0,2,3,100,1,{3DA6C133-A2AF-4D2F-9992-94387CB3A81E}
221,Eha tn 17,25,Baastase,24,62.87794972,2,2,4,69,0.68561025,{A29E476F-4B48-4F76-87F9-21D4B6BDC896}
222,Anne tn 66,15,Hea tase,31,26.57337897,5,5,7,73,0.73426621,{83D9D666-DA3F-41FE-894B-348CF315F393}
223,Tammekuru põik 4,1,-,2,31.44647308,1,0,3,100,1,{B896087A-971B-4F18-ADFA-18621F8C8A23}
224,Peetri tn 82,5,Baastase,8,37.52599554,1,1,4,81,0.81237002,{41E17BD9-CE6E-48CC-B222-F20318E72F1A}
225,Kruusamäe tn 28,2,-,4,10.50268771,0,1,2,100,1,{22F26AEC-60DD-4821-B92F-6C8D3393CA9E}
226,Ilmatari tn 23a,4,Baastase,9,46.66382921,1,1,3,77,0.76668085,{F450F5D3-BA94-4C8A-BBEB-5EAB53851C23}
227,Vikerkaare tn 39,5,-,18,50.62313353,1,0,3,100,1,{B59C7912-E4D5-45FA-AEE6-88E9188FF4AD}
228,Vikerkaare tn 5,9,Baastase,10,48.47069651,2,2,2,76,0.75764652,{FF1BCBDE-2A18-4824-A858-ACEBC7D78132}
229,Kroonuaia tn 44 // 46,86,Hea tase,69,51.00523794,1,3,8,49,0.48994762,{F0637FC1-A3B5-453B-82B4-0B232D1D6379}
230,Raatuse tn 57,30,Hea tase,32,58.21141211,2,3,12,42,0.41788588,{C85A9362-5E2B-433E-994E-B1B267BFAD72}
231,Jõe tn 5 // 5a,11,Baastase,9,62.2235571,1,2,8,69,0.68888221,{91C8F7DB-9D26-4C02-8A6D-FECAB1D1D8A8}
232,Väike-Tähe tn 1,53,Hea tase,40,69.23331249,2,7,12,31,0.30766688,{24AFF134-A1A4-47DE-BA0E-BF90E70EA53C}
233,Nurme tn 2,1,-,0,47.85603946,0,1,4,100,1,{3C30B910-96A4-44D7-8E55-97D1203DD56C}
234,Vaba tn 6 // 6a,27,Baastase,18,57.86920186,3,1,5,71,0.71065399,{D5F9E0D3-17EA-4110-A569-78383D43BDBF}
235,J. Hurda tn 16,9,Baastase,19,51.53741366,2,2,3,74,0.74231293,{2F1ACED2-C57B-4A47-86A8-DE6774B35639}
236,Paju tn 17,14,Hea tase,22,52.93848134,4,1,8,47,0.47061519,{B8B234AA-A408-4F92-8B3B-0315913F1EA0}
237,Tamme pst 17,4,Baastase,8,47.38189488,1,1,3,76,0.76309053,{D207C241-0C17-491E-B018-E026594D71B3}
238,Veski tn 37,34,Baastase,48,54.97504579,3,6,4,73,0.72512477,{F6388E63-C154-4A45-A901-32F47FF49849}
239,Kloostri tn 14,92,Hea tase,76,49.94123383,1,3,8,50,0.50058766,{1D8512F7-3F67-4071-8B72-A55B310FE4F8}
240,Narva mnt 29,85,Hea tase,72,61.5439233,2,3,11,38,0.38456077,{80D639A4-76F8-4DD1-A8A5-FFC2C82733A0}
241,Lepiku tn 7,22,Baastase,27,46.28634222,1,3,2,77,0.76856829,{60526FE6-E75E-48C7-88BE-2BC6C59EDE0E}
242,Vikerkaare tn 7,7,Baastase,11,44.85092403,2,2,2,78,0.77574538,{F1ACB115-BC97-48C2-B94D-B93F5D3D6C73}
243,Tähtvere tn 20a,21,-,24,47.02753006,1,2,0,100,1,{F19CAF93-10C4-43F2-8A1A-8EFEC725B198}
244,Vabriku tn 1,10,Baastase,30,54.13096206,3,2,3,73,0.72934519,{3FEAAA4A-175A-4904-8445-E20F5527313F}
245,A. Haava tn 32,10,Baastase,30,55.86126721,3,2,2,72,0.72069366,{D2876092-9D46-49B8-8789-4D66A92C2B2C}
246,C. R. Jakobsoni tn 13,4,Baastase,8,43.27325282,2,2,3,78,0.78363374,{DB283947-0523-4D1B-8882-7E8F61B29720}
247,Pikk tn 61,32,Hea tase,31,58.53319224,2,1,13,41,0.41466808,{1AC89728-9C33-417C-B359-B25BFF072D4E}
248,Pikk tn 16,31,Hea tase,37,59.65170458,2,2,11,40,0.40348295,{22734195-5AD3-489F-8A92-BB1245A54B96}
249,Väike-Tähe tn 13,56,Hea tase,41,69.23331249,2,7,10,31,0.30766688,{F5D38B2B-1A30-4170-B081-164C835E08DA}
250,Filosoofi tn 16,37,Hea tase,36,74.16823792,3,3,8,26,0.25831762,{F670B51B-1FF5-4C42-8F02-98D0D740CEAF}
251,Rüütli tn 4,144,Hea tase,125,65.15722886,2,1,11,35,0.34842771,{BDA707F2-52DD-49EC-9D62-3B924297D76B}
252,Gildi tn 4 // Rüütli tn 14,136,Hea tase,121,62.03106498,1,4,10,38,0.37968935,{54748650-1C9B-4F7F-A90F-145B8975ACE4}
253,Turu tn 6 // 6a,107,Hea tase,93,73.40104226,2,2,11,27,0.26598958,{CD83ABCE-FA82-4992-A393-5CCECB7483BF}
254,Sihi tn 27,3,Baastase,8,37.84509432,1,2,2,81,0.81077453,{56C5797A-5135-4734-9B9B-D119BA0E34FF}
255,Riia tn 120,3,Baastase,9,44.24427597,1,1,2,78,0.77877862,{7B08CE90-24E2-40AB-9432-3B1B53225643}
256,Veski tn 42,44,Hea tase,51,57.77539099,3,7,7,42,0.42224609,{62954887-F502-4F55-9FEC-8463925D0882}
257,Tähe tn 51 // 53,14,Baastase,10,59.23593069,2,2,5,70,0.70382035,{768D88B0-C78D-4224-8D53-E25215252AF4}
258,Riia tn 120a,3,Baastase,8,44.78508237,1,1,3,78,0.77607459,{B723661F-C29E-444A-8E22-EB221A140467}
259,Võru tn 166,8,Baastase,9,64.40981342,2,2,4,68,0.67795093,{7CB5C512-3A3B-42C4-9D1C-075D751ABEEF}
260,Lemmatsi tn 5,2,Baastase,3,37.53394615,1,2,1,81,0.81233027,{3719A17F-50E9-4C05-B217-9242157075AE}
261,Pärna tn 17,8,Baastase,17,57.37720925,2,1,11,71,0.71311395,{076FED3E-91B0-46D2-AC2A-81A30B34B6B6}
262,C. R. Jakobsoni tn 4a,10,Baastase,12,49.2738227,2,2,2,75,0.75363089,{82989D3D-6A57-4392-9DA8-0EBEE5245721}
263,Narva mnt 133 // 135,13,Baastase,34,54.24068583,2,4,4,73,0.72879657,{A75E58FA-157A-40A1-AAA9-7E20847347DA}
264,Jaama tn 43,12,Baastase,15,55.50377255,2,2,8,72,0.72248114,{96D3906C-FEDC-4199-A8B1-4C6868168D88}
265,Aardla tn 107,13,-,17,36.75913067,0,1,3,100,1,{6D7E38D1-290C-4249-9776-72FC270ADE3F}
266,Raua tn 10,10,Baastase,13,58.85195342,2,1,4,71,0.70574023,{1BCBD050-8866-4E78-818D-FC7F83CEA2A2}
267,Elva tn 7,23,-,15,54.16664157,2,0,3,100,1,{15B5F332-CB2D-4AF3-987D-0360435E3966}
268,Kesk tn 37 // 37a,12,Baastase,16,56.7386517,1,1,6,72,0.71630674,{5AC2CFF3-B5E8-4CC5-924B-4973BE007CA5}
269,Veski tn 30,48,Hea tase,48,56.56655372,3,6,6,43,0.43433446,{BE94434C-C9E1-4029-B38B-2537F10D5491}
270,Lai tn 12 // 14,106,Hea tase,84,68.13189611,2,3,9,32,0.31868104,{1F5B9F4A-FC5F-40C9-8CB8-4CE9165C02C1}
271,J. Hurda tn 6,10,Baastase,15,48.71743515,2,2,3,76,0.75641282,{65DE25C8-7CD2-4C50-9405-81D221A149EA}
272,Tähe tn 73,13,Baastase,18,57.09696847,2,2,5,71,0.71451516,{D896F7E0-5CD5-4792-BB83-19B1EBFF40EE}
273,Võru tn 120 // 122,33,Baastase,19,59.08587495,2,1,5,70,0.70457063,{D2BB9AF9-0E92-4D48-BF4A-E7ABE9D0DD39}
274,Tähe tn 89,10,Baastase,12,58.88536022,2,1,5,71,0.7055732,{0621D4F4-65A5-4A82-82A9-6A25A29FA09E}
275,Riia tn 27,42,Hea tase,36,80.16029289,2,6,9,20,0.19839707,{5935F1ED-E96D-4899-B9D7-99F65856C2DF}
276,Lootuse tn 13,27,Hea tase,22,63.68107591,2,4,9,36,0.36318924,{EB401EDC-4FCD-469E-94E0-9B1540CFC381}
277,Pepleri tn 23,88,Hea tase,74,81.33798636,4,6,8,19,0.18662014,{D21B1F6B-A061-4A2B-ABA0-5E4A26F6377B}
278,Aleksandri tn 38a,10,Baastase,10,60.3713201,1,2,12,70,0.6981434,{2D07926D-7DFC-4F12-8B67-58D66DB6DFDB}
279,Narva mnt 115 // 117 // 121,16,Baastase,35,54.24068583,2,3,4,73,0.72879657,{5CE1C90F-6903-4E3F-BED2-FE348D69AF25}
280,F. R. Kreutzwaldi tn 19c,6,-,1,33.40763801,0,0,1,100,1,{B5049CEE-9929-45BA-9BB8-C0DD1D2830C9}
281,F. R. Kreutzwaldi tn 19d,1,-,2,10.59951459,0,0,0,100,1,{6A0B04C5-062C-479E-8AD4-A2EC5A127C6A}
282,F. R. Kreutzwaldi tn 19e,4,-,1,9.98619626,0,0,0,100,1,{18AAF0DA-6933-42D2-8FCF-6E06D5ACF4F4}
283,F. R. Kreutzwaldi tn 19f,4,-,1,9.98619626,0,0,0,100,1,{DCE7140B-0AA6-413F-B0A4-5971CCA952D8}
284,F. R. Kreutzwaldi tn 19g,3,-,1,10.59951459,0,0,0,100,1,{DFD9DD7F-AA2E-4B5F-AF6B-51FF0C4AE6D8}
285,Jalaka tn 25,8,Baastase,11,55.78354633,1,3,3,72,0.72108227,{61DEDA32-5B29-4180-A2BF-33E2981675E2}
286,Killustiku tn 10,0,-,6,15.40004521,0,0,4,100,1,{A7914FE0-0218-4C0D-8FE0-599692D8FFF5}
287,Salme tn 41,4,Baastase,5,31.07856439,2,1,4,84,0.84460718,{538909AB-7770-466F-AE28-2BA23516DD7F}
288,Võru tn 32 // 34,60,Hea tase,45,68.96497137,3,7,9,31,0.31035029,{4592AF05-A1AE-4546-98C0-FF724D1B9283}
289,Filosoofi tn 8 // 8a,39,Hea tase,38,73.96859979,3,5,7,26,0.260314,{58733C2F-A30A-407B-A35A-9CC137FDED72}
290,Lutsu tn 8,108,Hea tase,88,50.18908547,2,3,9,50,0.49810915,{410ABE32-7915-4B5C-AF86-8D1EBCDF3382}
291,Sõbra tn 1a // Võru tn 128,22,Baastase,18,58.85484102,3,1,6,71,0.70572579,{29B2F5F5-A7B3-46DF-BFEE-3A701C4B6CDC}
292,F. R. Kreutzwaldi tn 60,11,-,8,34.72872765,0,1,2,100,1,{4EBA7C27-143E-49CE-9883-70C032FC6FB1}
293,Eha tn 39,17,Baastase,14,53.0687841,2,5,9,73,0.73465608,{B295D944-216E-4ACC-8319-75B986F287B7}
294,Veski tn 40,27,Hea tase,46,57.29050938,3,7,5,43,0.42709491,{23CEC775-7090-497A-8C7F-33F63EF5B668}
295,Aleksandri tn 21,55,Hea tase,52,64.88016366,1,3,11,35,0.35119836,{80A17173-CECB-4153-8172-3D12B486BC2A}
296,Lille tn 18,88,Hea tase,68,73.57920245,2,7,11,26,0.26420798,{15FC9EF8-EB95-4056-826E-87367E9AB899}
297,Kitsas tn 8,148,Hea tase,116,74.1744412,4,6,11,26,0.25825559,{85F7297C-57DD-4E91-B6E6-DAE111AE8114}
298,Tähtvere tn 29,14,-,19,47.02753006,1,2,0,100,1,{95098F68-47BA-48C7-9B2E-BC58E03E896D}
299,Kroonuaia tn 34 // 36 // 36a,83,Hea tase,68,49.94123383,2,3,6,50,0.50058766,{E272E782-5864-4BC2-9101-6256CC53BAF4}
300,Kroonuaia tn 32 // 32a // 32b,83,Hea tase,68,49.94123383,2,3,6,50,0.50058766,{1B182C1E-51FA-4537-A374-7E7A628D0772}
301,Emajõe tn 1a // 1b,39,Hea tase,39,54.10822808,1,2,8,46,0.45891772,{2E8CEAB4-D7C8-483F-8B17-C88CBD70025B}
302,Variku tn 23,3,-,2,27.04274462,1,0,2,100,1,{A4E66379-C50C-48B8-9F2C-A812042D71EC}
303,Võru tn 149,1,Baastase,10,55.74493836,1,1,3,72,0.72127531,{50B45FB0-8350-4196-B963-09897472727C}
304,J. Liivi tn 2,100,Hea tase,65,50.76419958,3,6,5,49,0.492358,{3452C72F-FF43-4973-B1DF-8AAB4EAC1F76}
305,J. Kuperjanovi tn 1 // 3,92,Hea tase,75,58.77884219,3,6,8,41,0.41221158,{33F6F188-874F-4D6E-A41D-9AB956FF3EE9}
306,Lubja tn 5,6,-,3,48.34985433,0,1,2,100,1,{2C7C3B05-9D33-4CD6-BE3F-A193C4E60DDA}
307,Ranna pst 31,0,-,1,0.11265612,0,0,0,100,1,{8420C8FE-06B1-4C89-9E85-1164C76FD25D}
308,Tähtvere tn 67,6,Baastase,10,36.04130433,1,1,2,82,0.81979348,{59A34C47-8401-431B-9716-B487B8A2F2BD}
309,Räni tn 15,3,Baastase,5,45.63587431,1,1,2,77,0.77182063,{3C6A375D-0E65-4D66-96BA-64DA0EC50D73}
310,Raudtee tn 1 // 1a,29,Baastase,29,61.35887492,3,1,4,69,0.69320563,{04A129FF-4295-473A-BF07-BCF27184CC5F}
311,Ööbiku tn 11,3,-,2,35.06305734,2,0,3,100,1,{13C65B3B-7CF9-4602-A832-93C0F5AA45D8}
312,Elva tn 36,4,Baastase,14,45.00096031,1,2,1,77,0.7749952,{25113DE4-6401-4536-9D56-773CF89B67E5}
313,Riia tn 65 // 67,23,-,18,63.31741397,2,0,4,100,1,{74A16E57-6ADE-4674-9337-B7E51205F23F}
314,Kesk kaar 3,7,-,6,60.02778182,1,0,4,100,1,{DEBD413D-7C8D-4F3B-8B19-DA730107E419}
315,C. R. Jakobsoni tn 14,4,Baastase,8,43.27325282,2,2,3,78,0.78363374,{212D7C2F-AF2A-4919-9B18-E7E54048D37B}
316,F. R. Kreutzwaldi tn 19,6,-,1,33.40763801,0,0,1,100,1,{BEE8C807-2919-46E7-92A1-E4FACBB121F1}
317,L. Koidula tn 2,4,Baastase,7,43.27325282,2,1,3,78,0.78363374,{ECAB7A99-413B-468A-B49E-322FB23B5B5D}
318,C. R. Jakobsoni tn 8,9,Baastase,13,48.5459968,2,2,2,76,0.75727002,{90CA52E4-ACEE-42B4-ABA4-204681409261}
319,Kastani tn 8,36,Hea tase,38,57.85069128,3,5,6,42,0.42149309,{C362AA57-1BE3-41F7-A3F5-6D0D40A745F3}
320,Väike kaar 4,10,-,15,59.62594486,2,0,5,100,1,{E54A35B7-A30F-4365-9A0A-A803FB016542}
321,Vapramäe tn 18,4,Baastase,13,35.27766563,1,1,2,82,0.82361167,{2AE0D177-BA08-45CE-9F15-28F709F4593A}
322,F. R. Kreutzwaldi tn 19a,6,-,1,33.40763801,0,0,0,100,1,{4582E5EB-6760-46C7-A1A2-B0D72F6C485A}
323,Anne tn 24 // 24a,11,Baastase,20,50.75765677,4,2,6,75,0.74621172,{FCC32C5C-86E3-4B26-8202-6767037C1C21}
324,Linda tn 1 // 3 // 5,14,Baastase,9,59.85288478,2,2,6,70,0.70073558,{0B19500E-3CC7-4DF5-9363-D83E879D87FE}
325,Västriku tn 1,1,-,3,41.91450185,1,0,4,100,1,{00BC4283-59C9-42D9-96A9-21B1B59215AE}
326,Aleksandri tn 27,53,Hea tase,49,64.26684533,1,3,10,36,0.35733155,{37C72BEA-5675-413A-96EC-FF2DC3A20242}
327,Roopa tn 13,2,-,1,35.48895047,1,0,1,100,1,{3D5ADC4D-E3F5-4FA2-9ECD-6C9F755150A9}
328,Kastani tn 38b,39,Hea tase,39,83.52835809,2,6,8,16,0.16471642,{3CB8314F-42F8-406B-A5DE-7D1E9ACE5EC9}
329,Narva mnt 128,0,-,8,33.64490731,0,0,4,100,1,{F223FF48-915B-4EFD-9889-8E0A80D8B25C}
330,Sepa tn 1,7,Baastase,11,56.25034058,1,3,3,72,0.7187483,{A8C77127-65FF-409D-89AB-443F67A7CEF7}
331,Aleksandri tn 6,126,Hea tase,91,80.91403224,2,5,11,19,0.19085968,{15906B45-59C4-49F1-A3B2-255A8D212F1A}
332,Tasuja tn 1a,4,Baastase,22,45.90001149,1,1,4,77,0.77049994,{C193CF8E-AF6B-4277-9DCF-998B59AC82BC}
333,Linnu tn 3a,2,Baastase,2,34.45706502,1,1,2,83,0.82771467,{EA2ABFC6-12C5-4485-B4F7-262B92411B13}
334,Linnu tn 3,2,Baastase,2,38.9221004,1,1,1,81,0.8053895,{A749F3A2-9953-4EAE-8607-48F45437756B}
335,Rästa tn 1,1,-,3,36.02274024,1,0,4,100,1,{508F5545-4278-40FA-9152-B71CB160875D}
336,Väike kaar 2,10,-,14,58.45200098,2,0,5,100,1,{AFABD822-7A61-4B7A-A7D9-AB33536A166E}
337,F. R. Kreutzwaldi tn 21,3,-,0,10.59951459,0,0,0,100,1,{4FD7B4C5-E82B-4178-BB05-55B39126FA65}
338,F. R. Kreutzwaldi tn 25,0,-,0,9.98619626,0,0,0,100,1,{DC31ACD6-0203-45FA-8C4A-596A322A5031}
339,Narva mnt 27,105,Hea tase,87,64.65373549,2,3,11,35,0.35346265,{A44D4E4C-71B6-425E-BC6D-701EE6F59780}
340,Jakobi tn 2 // Lossi tn 3 // Ülikooli tn 16,143,Hea tase,112,65.74316562,3,6,10,34,0.34256834,{5C1DF590-F154-4102-B547-87689E68C962}
341,J. Hurda tn 1,14,Baastase,17,49.29688941,2,2,2,75,0.75351555,{2035F758-7A1A-41DA-996C-B28147CD1389}
342,Võru tn 170,9,Baastase,10,64.40981342,2,3,4,68,0.67795093,{74393B69-38A4-4E2D-86FB-EA3C01A588D2}
343,K. A. Hermanni tn 5,13,Baastase,19,49.53115242,2,2,2,75,0.75234424,{62A6A328-C003-4351-A3C5-6E11231DDDE5}
344,Kooli tn 22 // 24,14,Baastase,30,54.89036082,3,5,2,73,0.7255482,{E970BC1B-0FA7-478C-9E5F-6803D5345952}
345,J. Tõnissoni tn 1,34,Hea tase,34,60.32101678,3,6,5,40,0.39678983,{5944EFAF-7D58-4EA0-89BB-F6473553797A}
346,A. Haava tn 34,9,Baastase,26,53.06980857,2,2,3,73,0.73465096,{AF9E36F8-78A2-4577-99B4-CD21F995B22A}
347,Kastani tn 129 // 131,32,Baastase,38,75.01207162,2,2,4,62,0.62493964,{AED3A168-9E7E-4B8B-B086-21DFF8B53BF6}
348,Tamme pst 25b,4,Baastase,7,47.60617389,1,1,2,76,0.76196913,{EB8A24F1-2E37-4221-869E-4BD8ABF37CB2}
349,Kreegi tn 8,2,Baastase,3,23.66428388,1,2,1,88,0.88167858,{E4E17910-CBF9-4F85-9F8F-67F778D7A635}
350,Elva tn 55a,4,Baastase,8,37.34613082,1,2,1,81,0.81326935,{AEE562F2-1C04-41C9-BE6E-321A5DA95C55}
351,Kruusakuru tn 7c,1,-,2,11.00127859,0,1,2,100,1,{E865673A-8B1A-48BA-977C-246BD78EAF42}
352,Kesk tn 44 // 46,13,Baastase,17,56.23855183,2,1,6,72,0.71880724,{A17B41CE-8970-42AC-BC41-459600931DD0}
353,Variku tn 57,1,-,0,17.33488904,1,0,0,100,1,{9FDC8E32-7AD6-44C7-AE17-626CC6FC0DD7}
354,Elva tn 4,23,-,14,48.13234482,2,0,3,100,1,{9EA0227E-E974-4BB2-837F-20685B863EE1}
355,Vikerkaare tn 9,6,Baastase,9,44.85092403,2,2,2,78,0.77574538,{8EEC51B7-7894-4BDA-BC1E-CBCC985D39B5}
356,Vanemuise tn 55,34,Hea tase,32,63.60128759,2,6,7,36,0.36398712,{1A6B3BDB-4E27-4FDB-B5EB-DAEEB7464755}
357,Puiestee tn 15,6,-,4,48.18361521,0,1,2,100,1,{A9C56306-7013-48DD-8F0F-D707CF978FC4}
358,Puiestee tn 17,6,-,4,48.34985433,0,1,2,100,1,{83F006DF-5E3D-4A06-A287-C1D7DA22858C}
359,Puiestee tn 17a // 17b,6,-,9,48.34985433,0,1,2,100,1,{2C779C7D-68AF-4847-ADF7-1123C625AA58}
360,Kastani tn 42,39,Hea tase,44,80.16029289,2,6,9,20,0.19839707,{82AC0FC2-6C43-489A-91E9-86F2FF8F8215}
361,Linda tn 22a,10,Baastase,12,57.5468876,2,2,5,71,0.71226556,{FDF8416A-CCE2-409B-9D99-3974A7D648D2}
362,Ujula tn 55,2,-,0,26.07322462,0,1,1,100,1,{C9DE5CCA-D962-4236-9A82-C856CF3F3C87}
363,Tamme pst 9,5,Baastase,11,46.46208667,1,1,3,77,0.76768957,{4194E3D5-B40A-489B-914A-CA6CCB674B9D}
364,Räni tn 19,3,Baastase,5,42.91517733,1,1,2,79,0.78542411,{2CABB8E3-DA4F-4C7C-90F4-6910FF94941E}
365,Pärna tn 20 // 22,10,Baastase,13,56.13992993,2,1,10,72,0.71930035,{0056C851-B924-482C-84E4-95B7B911B055}
366,Räni tn 18,3,Baastase,4,42.91517733,1,1,2,79,0.78542411,{322F5C2C-A84E-4428-83F2-ED19D721C08F}
367,Väike-Tähe tn 6,50,Hea tase,32,68.18521156,2,7,11,32,0.31814788,{2780A0A8-A05E-432A-8475-5B02DB68FB35}
368,Taara pst 38,5,Baastase,8,51.31937489,2,2,3,74,0.74340313,{882042BA-0B39-48DF-87E8-EFA6B9655E5F}
369,J. Hurda tn 27,6,Baastase,21,54.63594301,2,2,3,73,0.72682028,{A878EADC-303E-4D75-8763-294A5889F22E}
370,Jõe tn 2a,11,Baastase,9,58.10754331,1,2,8,71,0.70946228,{F819C771-AB67-457B-B410-7C7FC374BFB0}
371,Kastani tn 92,36,Hea tase,26,63.27422846,3,1,5,37,0.36725772,{1C5E2141-F652-4B1C-8FBD-2412362A15AC}
372,Elva tn 34b,3,Baastase,11,45.00096031,1,2,1,77,0.7749952,{48E5BE6A-34CD-4438-AEEF-0BE5E3A51E18}
373,J. Tõnissoni tn 5a,13,Baastase,27,54.09622821,3,4,2,73,0.72951886,{F4B7EE28-953A-4227-A960-26D5D093BB33}
374,Kroonuaia tn 20,91,Hea tase,71,51.37455151,2,3,7,49,0.48625448,{4F20D154-D67C-4143-A14F-DB93E23320BE}
375,Elva tn 3,24,-,18,54.60253524,2,0,4,100,1,{D215880A-1D2A-43D1-8CE6-C0C7C57E3216}
376,Väike kaar 28,7,-,20,54.25046844,1,0,4,100,1,{A4415856-9611-4654-B5DD-299A8861D47F}
377,Fortuuna tn 15,88,Hea tase,86,61.80682391,2,2,13,38,0.38193176,{F39C056A-00DF-4450-AD67-1EB9AE793628}
378,Fortuuna tn 17,80,Hea tase,83,61.66029205,2,2,13,38,0.38339708,{4A1E3D7A-6A3A-4894-9999-D0C3DFD9C2EF}
379,Riia tn 29a,39,Hea tase,40,81.93901489,2,6,8,18,0.18060985,{497E90AC-6500-49FA-A0CA-E2FB6BF00B74}
380,Meloni tn 18,4,Baastase,7,43.11207186,1,2,1,78,0.78443964,{95FFF596-B460-4DF2-B247-132AA556417A}
381,J. Hurda tn 8,9,Baastase,15,49.15198912,2,2,2,75,0.75424005,{6D923358-5B37-4412-95AB-CDB651B65057}
382,Ropka tn 9 // 9a,8,Baastase,4,57.56589728,2,3,4,71,0.71217051,{3D7E28C3-DA33-400E-99AF-58323D65FE43}
383,K. A. Hermanni tn 16,8,Baastase,24,52.04328872,2,2,2,74,0.73978356,{09F7600F-ECA1-42FF-B9EA-88FB65FCA2DB}
384,Sassi tn 5,9,Baastase,11,47.70410406,1,1,4,76,0.76147948,{15393689-4BAA-4508-A1AF-A8D3EE49BA05}
385,Kalevi tn 58 // 58a,11,Baastase,12,59.6104143,1,3,10,70,0.70194793,{17018C4B-3F0B-4943-9C62-09028A4CA5CA}
386,Kesk kaar 15,3,Baastase,4,55.49498815,1,1,4,72,0.72252506,{0411C316-8004-4408-A211-1879B8C81F1B}
387,Tulika tn 9,4,-,17,36.41322822,1,0,3,100,1,{156A06B2-17ED-46C2-98D9-2EEA81650825}
388,Anne tn 17,14,Baastase,21,52.03194265,4,2,7,74,0.73984029,{7260EF7C-6D75-4B60-9E3B-EC0065A62F33}
389,Sõbra tn 12,13,Baastase,15,56.30725482,1,1,5,72,0.71846373,{1A15C899-47ED-4EB9-A638-0765A07211D3}
390,Kesk tn 36,15,Baastase,18,58.17281971,3,1,4,71,0.7091359,{585E5B12-0119-4E38-9BC2-32BB4FAABE19}
391,Tamme pst 54,2,Baastase,8,36.74043232,1,2,1,82,0.81629784,{2E7CD7A6-550D-476C-8D40-C3F1B8971F34}
392,Väike-Tähe tn 7 // 9,50,Hea tase,32,68.18521156,2,7,11,32,0.31814788,{D20C4930-7137-4B7D-A3F0-D065386DC00E}
393,Hiie tn 36,3,-,5,51.46285473,0,1,2,100,1,{77BB8DE4-AC9D-4D6C-8755-BC6E75CADA4D}
394,Variku tn 39,2,-,2,25.17498387,1,0,0,100,1,{CD0A93F9-2418-4E8B-83CF-6E1C6F9FFF24}
395,Kesa tn 4,0,-,2,20.99864288,1,0,1,100,1,{44F019A2-82BD-45F0-B79F-8C40395855C4}
396,Oru tn 1,68,Hea tase,42,49.30971528,3,3,5,51,0.50690285,{582ABF74-5957-4258-B1F6-0E57573147BB}
