Index,Address,Room Count,Size,Price,Accessibility
823,"Tartu, Tartu linn, Annelinn, Mõisavahe 46",3,65.2 m²,95 000 €,Baastase
824,"Tartu, Tartu linn, Karlova, Linda",2,34.2 m²,67 900 €,-
825,"Tartu, Tartu linn, Jaamamõisa, Lääne 6",3,63.6 m²,119 900 €,Baastase
826,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 20",3,49 m²,85 000 €,-
827,"Tartu, Jaamamõisa, Lääne 13",2,47.1 m²,94 900 €,Baastase
828,"Tartu, Tartu linn, Tammelinn, Savi tn 6a (Broneeritud)",4,81.7 m²,245 000 €,Baastase
829,"Tartu, Tartu linn, Karlova, Rebase 17-34",3,76.5 m²,239 000 €,-
830,"Tartu, Karlova, Purde 19",3,59.6 m²,180 000 €,-
831,"Tartu, Tartu linn, Kesklinn, Riia tn 20a",2,39 m²,199 000 €,Hea tase
832,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-3",4,84.7 m²,359 000 €,Hea tase
833,"Tartu, Tartu linn, Tähtvere, A. H. Tammsaare tn 4",3,62.5 m²,110 000 €,-
834,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 63",3,64.7 m²,105 000 €,Baastase
835,"Tartu, Tartu linn, Kesklinn, Lao 2",1,12.8 m²,45 000 €,Hea tase
836,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-24",2,58 m²,349 990 €,Hea tase
837,"Tartu, Ränilinn, Rehetare tee 2",5,132 m²,265 000 €,-
838,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-3",4,83.6 m²,214 900 €,-
839,"Tartu, Annelinn, Mõisavahe 38",4,78.1 m²,125 500 €,Baastase
840,"Tartu, Tartu linn, Maarjamõisa, Tervishoiu 3",2,46.7 m²,129 000 €,Baastase
841,"Tartu, Tartu linn, Tammelinn, Suur kaar 58",3,50.4 m²,103 000 €,Baastase
842,"Tartu, Tartu linn, Karlova, Võru",1,15.8 m²,56 000 €,-
843,"Tartu, Kesklinn, Kastani tn 32",3,66.7 m²,159 900 €,Hea tase
844,"Tartu, Kesklinn, Pikk tn 2",4,60.2 m²,150 000 €,Hea tase
845,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-13",4,91.2 m²,279 900 €,-
846,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-2",3,58.7 m²,156 990 €,-
847,"Tartu, Tartu linn, Karlova, Lootuse tn 2a-1",1,30.5 m²,139 000 €,Baastase
848,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-7 (Broneeritud)",5,101.8 m²,216 990 €,-
849,"Tartu, Annelinn, Jaama 167-46",4,84.3 m²,211 000 €,Baastase
850,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 38",4,78.5 m²,119 000 €,Baastase
851,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-24",2,45.9 m²,152 900 €,-
852,"Tartu, Tartu linn, Annelinn, Anne tn 71",3,62.4 m²,109 000 €,Baastase
853,"Tartu, Tartu linn, Karlova, Ropkamõisa park, Ropka tee 6",2,44.2 m²,114 000 €,Baastase
854,"Tartu, Tartu linn, Karlova, Lootuse tn 10 (Broneeritud)",1,36.2 m²,62 500 €,Hea tase
855,"Tartu, Tartu linn, Ropka tööstusrajoon, Ringtee tn 3",3,62.9 m²,137 000 €,-
856,"Tartu, Tartu linn, Jaamamõisa, Lehe tn 25-3",3,67.6 m²,189 000 €,-
857,"Tartu, Tartu linn, Karlova, Lootuse tn 2a-1",1,30.5 m²,139 000 €,Baastase
858,"Tartu, Tartu linn, Jaamamõisa, Sõpruse pst 1",2,46.2 m²,80 000 €,Baastase
859,"Tartu, Tartu linn, Kesklinn, Kalevi 37",5,115.1 m²,319 000 €,Hea tase
860,"Tartu, Kesklinn, Filosoofi 7",3,71.3 m²,139 900 €,Hea tase
861,"Tartu, Tartu linn, Annelinn, Kalda tee 34",4,72.9 m²,139 900 €,Baastase
862,"Tartu, Tartu linn, Kesklinn, Turu tn 17",3,53.8 m²,127 000 €,Hea tase
863,"Tartu, Jaamamõisa, Lääne 5",2,48.3 m²,70 000 €,Baastase
864,"Tartu, Tartu linn, Ülejõe, Pärna tn 10",3,47 m²,100 000 €,Baastase
865,"Tartu, Tartu linn, Ropka, Rahu 9",3,62.3 m²,130 000 €,Baastase
866,"Tartu, Tartu linn, Tammelinn, Tammepärja 19-2 (Broneeritud)",4,107 m²,341 000 €,-
867,"Tartu, Ülejõe, Mäe 29",2,37 m²,75 000 €,Hea tase
868,"Tartu, Tartu linn, Veeriku, Ilmatsalu 26a-30",2,46.3 m²,139 000 €,Baastase
869,"Tartu, Tartu linn, Ihaste, Krookuse 6-6",4,98.6 m²,229 000 €,-
870,"Tartu, Tartu linn, Karlova, Õnne 45",2,43.6 m²,87 000 €,Baastase
871,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 1",2,42.4 m²,79 000 €,Baastase
872,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-13",3,79.1 m²,305 000 €,Hea tase
873,"Tartu, Tartu linn, Ülejõe, Mäe 12",2,45.9 m²,82 000 €,Hea tase
874,"Tartu, Tartu linn, Karlova, Raua tn 20",4,113.1 m²,360 000 €,Baastase
875,"Tartu, Tartu linn, Vaksali, Vabriku 3",2,53.9 m²,157 000 €,Baastase
876,"Tartu, Tartu linn, Annelinn, Sõpruse pst 19",4,78.3 m²,119 900 €,Hea tase
877,"Tartu, Annelinn, Sõpruse pst 1",1,27.8 m²,61 900 €,Baastase
878,"Tartu, Tartu linn, Annelinn, Ihaste põik 20",2,50.6 m²,183 000 €,-
879,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-11",2,48.3 m²,163 900 €,-
880,"Tartu, Tartu linn, Ränilinn, Kevade tn 15-5",4,103.4 m²,258 900 €,-
881,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-6 (Broneeritud)",1,22.9 m²,124 990 €,Hea tase
882,"Tartu, Tartu linn, Vaksali, Vaksali/BRONEERITUD! 11 (Broneeritud)",2,49.7 m²,119 900 €,-
883,"Tartu, Tartu linn, Karlova, Siili tn 10-24",3,78.1 m²,218 000 €,-
884,"Tartu, Tartu linn, Ränilinn, Kvartsi 7",3,71.6 m²,209 000 €,-
885,"Tartu, Tartu linn, Ülejõe, Puiestee tn 112a",1,34.4 m²,62 000 €,Baastase
886,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 39",1,30.3 m²,63 000 €,Baastase
887,"Tartu, Kesklinn, Aleksandri tn 19",3,64.4 m²,165 000 €,Hea tase
888,"Tartu, Tartu linn, Annelinn, Anne 92",4,78.4 m²,124 900 €,Baastase
889,"Tartu, Tartu linn, Ropka, Aardla tn 5",2,46.2 m²,89 000 €,Baastase
890,"Tartu, Tartu linn, Veeriku, Nisu tn 19",3,53.4 m²,125 000 €,Baastase
891,"Tartu, Kesklinn, Anne tn 80 (Broneeritud)",3,63.2 m²,99 900 €,Baastase
892,"Tartu, Tartu linn, Ihaste, Krookuse tn 4-1",4,100 m²,249 000 €,-
893,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-20",2,45.2 m²,134 990 €,-
894,"Tartu, Tartu linn, Raadi-Kruusamäe, Orava tn 13",3,62.6 m²,100 000 €,Baastase
895,"Tartu, Tartu linn, Kesklinn, Lao 2",2,49.2 m²,110 000 €,Hea tase
896,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadi, Raadiraja tn 24 (Broneeritud)",3,52.6 m²,159 999 €,-
897,"Tartu, Tartu linn, Kesklinn, Pepleri tn 21",2,64.4 m²,159 000 €,Hea tase
898,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-15",3,70 m²,182 900 €,-
899,"Tartu, Tartu linn, Ropka, Ropkamõisa park, Ropka tee 6",2,44.2 m²,114 000 €,Baastase
900,"Tartu, Tartu linn, Ihaste, J. Koorti tn 21-2",5,133 m²,189 000 €,-
901,"Tartu, Tartu linn, Kesklinn, Filosoofi 2",2,45.7 m²,115 000 €,Hea tase
902,"Tartu, Tartu linn, Kesklinn, Fortuuna tn 27-1",2,41.4 m²,185 000 €,Hea tase
903,"Tartu, Tartu linn, Karlova, Siili tn 12-32",3,76.4 m²,265 000 €,-
904,"Tartu, Tartu linn, Kesklinn, Kalevi 30",3,62.6 m²,250 555 €,Hea tase
905,"Tartu, Tartu linn, Kesklinn, Lao 2",1,23.5 m²,65 000 €,Hea tase
906,"Tartu, Tartu linn, Annelinn, KORTER ON VABA!, Mõisavahe tn 14",3,62.4 m²,83 000 €,Baastase
907,"Tartu, Tartu linn, Karlova, Siili tn 1",2,32.5 m²,147 900 €,-
908,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-29",3,52.9 m²,159 990 €,-
