Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
766,"Tartu, Tartu linn, Supilinn, Supilinn, Oa tn 3-5  UUS HIND!",2,60.0,217000,39.0,Hea tase,54.10822808,1.0,1.0,8.0,30.0,46.0,0.45891772,45.0,26.71875865125221,58.386415,732.7819973367434
767,"Tartu, Tartu linn, Ihaste, Ihaste, Koidutähe tee 58",3,99.0,175000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.79197065437503,58.3473206,5474.963361144056
768,"Tartu, Tartu linn, Kesklinn, Riia tn 11",3,82.7,209000,76.0,Hea tase,85.90487176,3.0,9.0,11.0,107.0,14.0,0.14095128,55.0,26.72226151385344,58.3742658,649.7986840309222
769,"Tartu, Tartu linn, Karlova, Siili tn 10-12",3,79.9,214000,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046573
770,"Tartu, Tartu linn, Annelinn, Mõisavahe 18",2,45.6,75000,15.0,Baastase,35.08545566,2.0,4.0,6.0,6.0,82.0,0.82457272,46.17695630081301,26.77428722727273,58.371276,3198.486334844131
771,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-1",3,86.8,349000,35.0,Hea tase,73.77609308,2.0,5.0,8.0,37.0,26.0,0.26223907,46.17695630081301,26.7132059,58.3715538,1089.6028831075948
772,"Tartu, Tartu linn, Ülejõe, Raatuse 92",3,60.0,83600,16.0,Baastase,57.80482832,2.0,3.0,11.0,8.0,71.0,0.71097586,50.0,26.738168706204384,58.3840015,1026.7225415022203
773,"Tartu, Tartu linn, Karlova, Linda 16",1,16.9,38800,10.0,Baastase,55.34351196,2.0,2.0,5.0,12.0,72.0,0.72328244,40.0,26.73170701138712,58.367196500000006,1539.6796420934554
774,"Tartu, Tartu linn, Vaksali, Kooli tn 7",2,44.1,104000,35.0,Baastase,54.89036082,3.0,4.0,1.0,15.0,73.0,0.7255482,46.17695630081301,26.70772016774609,58.37772675,891.2560267933652
775,"Tartu, Tartu linn, Raadi-Kruusamäe, Staadioni 65a",2,61.4,249000,7.0,-,51.2758294,0.0,1.0,3.0,6.0,100.0,1.0,40.0,26.72064764818929,58.39125795,1246.4716192670032
776,"Tartu, Karlova, Tähe 105b",3,98.0,200000,5.0,Baastase,65.52543526,1.0,3.0,4.0,5.0,67.0,0.67237282,55.0,26.73049531468532,58.3584715,2456.6745293106214
777,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-2",3,86.8,349000,35.0,Hea tase,73.77609308,2.0,5.0,8.0,37.0,26.0,0.26223907,46.17695630081301,26.7132059,58.3715538,1089.6028831075948
778,"Tartu, Tartu linn, Annelinn, Jaama tn 183",2,45.7,85000,16.0,Baastase,18.87967104,4.0,5.0,5.0,5.0,91.0,0.90560164,40.0,26.7660595,58.3784175,2568.9062195901847
779,"Tartu, Tartu linn, Annelinn, Mõisavahe 14",4,76.5,105000,16.0,Baastase,35.08545566,2.0,6.0,6.0,8.0,82.0,0.82457272,46.17695630081301,26.77484813360656,58.371943,3207.8794617812764
780,"Tartu, Tartu linn, Raadi-Kruusamäe, Narva mnt 167",2,39.0,78000,9.0,-,50.36891419,0.0,1.0,2.0,4.0,100.0,1.0,60.0,26.73178360133513,58.3921167,1449.6273542920856
781,"Tartu, Tartu linn, Tammelinn, Raudtee tn 1a",2,52.9,119000,29.0,Baastase,61.35887492,3.0,1.0,4.0,29.0,69.0,0.69320563,55.0,26.712873848981904,58.3686575,1387.9716193204417
782,"Tartu, Ülejõe, Pikk 74",2,48.7,92000,37.0,Hea tase,59.64577275,2.0,1.0,13.0,28.0,40.0,0.40354227,45.0,26.74038420603836,58.3800085,1059.9217475563826
783,"Tartu, Tartu linn, Karlova, Võru 156a",2,35.0,95000,13.0,Baastase,63.90244592,2.0,1.0,5.0,11.0,68.0,0.68048777,60.0,26.72207474230512,58.3587135,2382.104265273907
784,"Tartu, Tartu linn, Vaksali, Näituse tn 27",3,95.0,285000,25.0,-,57.27042755,3.0,0.0,4.0,9.0,100.0,1.0,55.0,26.70273466621788,58.37815075,1163.2774790724595
785,"Tartu, Tartu linn, Ülejõe, Roosi tn 36",2,43.9,119000,10.0,Baastase,48.45361125,1.0,2.0,4.0,7.0,76.0,0.75773194,55.0,26.73649169161407,58.38827965,1233.8744457586265
786,"Tartu, Kesklinn, Vanemuise 64",2,40.7,122000,31.0,Hea tase,63.60128759,2.0,6.0,6.0,34.0,36.0,0.36398712,50.0,26.711844018241752,58.37239195,1053.1250842301483
787,"Tartu, Tartu linn, Ihaste, Krookuse tn 2",4,85.2,229000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.768452237759764,58.3550142,3887.5492801324094
788,"Tartu, Tartu linn, Annelinn, Ihaste põik 32",2,46.1,169000,4.0,-,21.56977877,0.0,0.0,4.0,1.0,100.0,1.0,45.0,26.765086257274323,58.366411,2932.9988067003183
789,"Tartu, Tartu linn, Karlova, Rebase 17-81  UUS HIND!",3,68.2,240000,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
790,"Tartu, Annelinn, Salu tee 61",2,43.7,104000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.779712431517247,58.38205135,3367.6982332968673
791,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 5",1,31.0,76000,15.0,Baastase,50.90087685,3.0,1.0,4.0,8.0,75.0,0.74549562,46.17695630081301,26.75329982437271,58.3832165,1848.316322235237
792,"Tartu, Tartu linn, Karlova, Rebase tn 25",2,47.8,164900,10.0,-,38.45225608,1.0,0.0,3.0,8.0,100.0,1.0,50.0,26.747055250000003,58.3679475,1983.8867072763248
793,"Tartu, Tartu linn, Ränilinn, Kristalli tn 7",3,63.8,179000,1.0,-,34.25357416,0.0,1.0,2.0,0.0,100.0,1.0,40.0,26.68266204557561,58.3508641,3997.204435064849
794,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-2",3,63.1,179900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
795,"Tartu, Tartu linn, Annelinn, Mõisavahe 35",4,78.2,99900,13.0,Baastase,35.92088439,2.0,6.0,6.0,7.0,82.0,0.82039558,46.17695630081301,26.776464916143016,58.372384,3285.5073111489264
796,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 32",3,65.7,132500,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.767851,58.371275,2842.5028129063553
797,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-1 (Broneeritud)",4,84.6,239900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
798,"Tartu, Annelinn, Kaunase pst 62",3,65.7,118000,16.0,Baastase,30.63031963,4.0,6.0,7.0,8.0,85.0,0.8468484,46.17695630081301,26.77191673113426,58.37314055,3006.602960070006
799,"Tartu, Tartu linn, Karlova, Kesk 30",1,20.0,74900,19.0,Baastase,57.61857742,3.0,1.0,3.0,14.0,71.0,0.71190711,45.0,26.72621756070094,58.367475,1425.0487917232122
800,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 62",3,65.4,104500,7.0,Baastase,33.57136216,1.0,2.0,5.0,3.0,83.0,0.83214319,40.0,26.772201791767497,58.367364550000005,3248.0018828085103
801,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-6",2,66.6,270000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
802,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-1",2,38.9,175000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
803,"Tartu, Karlova, Raua 16a",3,45.0,75000,12.0,Baastase,49.39507545,2.0,1.0,5.0,9.0,75.0,0.75302462,55.0,26.73655473780488,58.365026,1875.5889928304332
804,"Tartu, Kesklinn, Turu tn 11 (Broneeritud)",2,42.5,120000,59.0,Hea tase,67.19346252,1.0,1.0,11.0,59.0,33.0,0.32806537,55.0,26.73313291724716,58.3750964,845.3720153436727
805,"Tartu, Tartu linn, Annelinn, Kaunase pst 3",2,46.1,95000,12.0,Baastase,29.6979463,4.0,5.0,8.0,5.0,85.0,0.85151027,46.17695630081301,26.7650344251386,58.373073000000005,2621.8235825291736
806,"Tartu, Tartu linn, Supilinn, Oa tn 35a-2 (Broneeritud)",2,56.2,233900,5.0,Baastase,34.84641566,1.0,1.0,1.0,2.0,83.0,0.82576792,46.17695630081301,26.711111607549853,58.390041,1285.3262337028034
807,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 14-14",2,50.3,164900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.751864164550653,58.398143700000006,2652.5441429075804
808,"Tartu, Tartu linn, Karlova, Kalevi tn 97a-1",4,101.8,339000,12.0,Baastase,61.28331001,2.0,1.0,5.0,13.0,69.0,0.69358345,55.0,26.73424926939655,58.3669075,1628.0778418670786
809,"Tartu, Tartu linn, Ülejõe, Uus tn 9",2,46.0,137000,19.0,Baastase,58.67789503,2.0,3.0,12.0,12.0,71.0,0.70661052,45.0,26.73793281212237,58.38294085,969.5201769068783
810,"Tartu, Tartu linn, Karlova, Rebase tn 5",4,78.8,180000,8.0,Baastase,62.42716081,1.0,1.0,5.0,13.0,69.0,0.6878642,50.0,26.736964341081205,58.367618750000005,1634.6529640217702
811,"Tartu, Tartu linn, Ülejõe, Kalda tee 8",2,37.0,125000,21.0,Baastase,56.92204224,4.0,3.0,9.0,16.0,72.0,0.71538979,50.0,26.75534117437103,58.37347200000001,2071.1377854065495
812,"Tartu, Tartu linn, Ihaste, E. Wiiralti tn 31",5,197.5,254900,2.0,-,1.19320165,0.0,0.0,0.0,0.0,100.0,1.0,46.17695630081301,26.784429191889835,58.35943395,4304.869140743743
813,"Tartu, Tartu linn, Ropka, Ringtee tn 9",1,37.5,76900,2.0,-,20.58534017,0.0,0.0,0.0,0.0,100.0,1.0,40.0,26.71946537623953,58.340819550000006,4378.248839268829
814,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 32/1-17",4,98.3,399000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
815,"Tartu, Karlova, Eha 6",2,32.4,88300,27.0,Baastase,66.72231742,2.0,1.0,4.0,29.0,67.0,0.66638841,50.0,26.72319274944352,58.3685783,1284.4357119612473
816,"Tartu, Kesklinn, Lai tn 29",1,30.4,139000,96.0,Hea tase,69.59967231,1.0,4.0,10.0,114.0,30.0,0.30400328,60.0,26.720007314240007,58.38344815,395.7310290542074
817,"Tartu, Kesklinn, Fortuuna tn 35",2,51.6,189000,64.0,Hea tase,61.65628658,2.0,3.0,13.0,57.0,38.0,0.38343713,60.0,26.736507646118994,58.38098705,838.9067555756438
818,"Tartu, Tartu linn, Tammelinn, Soinaste tn 8d",3,77.2,238000,10.0,Baastase,45.00096031,1.0,2.0,1.0,3.0,77.0,0.7749952,55.0,26.700482999999995,58.36259200000001,2329.820409960849
819,"Tartu, Vaksali, Võru 55c",1,10.7,35000,18.0,Baastase,58.30059874,2.0,1.0,5.0,31.0,71.0,0.70849701,46.17695630081301,26.991908217578708,57.84422655,61765.40172615113
820,"Tartu, Tartu linn, Ränilinn, Aardla tn 130",2,48.8,115000,16.0,-,45.87924863,0.0,1.0,3.0,13.0,100.0,1.0,50.0,26.68121719122801,58.352881,3868.321645090203
821,"Tartu, Tartu linn, Jaamamõisa, Jaama 179",3,65.0,100000,16.0,Baastase,31.21816135,4.0,6.0,6.0,7.0,84.0,0.84390919,50.0,26.7670445,58.3792,2621.579906837469
822,"Tartu, Tartu linn, Kesklinn, Aleksandri 18 (Broneeritud)",1,19.5,50000,52.0,Hea tase,64.88016366,1.0,3.0,11.0,55.0,35.0,0.35119836,50.0,26.733116123513515,58.373852,941.8692176552572
823,"Tartu, Tartu linn, Annelinn, Mõisavahe 46",3,65.2,95000,11.0,Baastase,35.74140689,2.0,4.0,6.0,8.0,82.0,0.82129297,45.0,26.7794685,58.3736045,3424.103443027471
825,"Tartu, Tartu linn, Jaamamõisa, Lääne 6",3,63.6,119900,8.0,Baastase,29.63855698,2.0,2.0,3.0,3.0,85.0,0.85180722,40.0,26.75292259457308,58.384733,1866.0947569321352
826,"Tartu, Tartu linn, Annelinn, Kaunase puiestee 20",3,49.0,85000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.76502,58.376319,2536.520649287207
827,"Tartu, Jaamamõisa, Lääne 13",2,47.1,94900,8.0,Baastase,29.48414163,1.0,1.0,3.0,3.0,85.0,0.85257929,50.0,26.7548905,58.3847175,1976.5360393548078
828,"Tartu, Tartu linn, Tammelinn, Savi tn 6a (Broneeritud)",4,81.7,245000,4.0,Baastase,37.86653336,1.0,2.0,2.0,1.0,81.0,0.81066733,40.0,26.69286707363009,58.3579106,3011.478704539663
829,"Tartu, Tartu linn, Karlova, Rebase 17-34",3,76.5,239000,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
830,"Tartu, Karlova, Purde 19",3,59.6,180000,8.0,-,26.17960353,1.0,0.0,3.0,4.0,100.0,1.0,55.0,26.73923325495603,58.3623225,2215.036917011771
831,"Tartu, Tartu linn, Kesklinn, Riia tn 20a",2,39.0,199000,47.0,Hea tase,79.93601388,3.0,7.0,9.0,52.0,20.0,0.20063986,46.17695630081301,26.718721680083657,58.372189000000006,905.2280112191164
832,"Tartu, Tartu linn, Kesklinn, Kastani tn 83-3",4,84.7,359000,35.0,Hea tase,73.77609308,2.0,5.0,8.0,37.0,26.0,0.26223907,46.17695630081301,26.7132059,58.3715538,1089.6028831075948
833,"Tartu, Tartu linn, Tähtvere, A. H. Tammsaare tn 4",3,62.5,110000,5.0,-,45.45440429,0.0,1.0,3.0,4.0,100.0,1.0,46.17695630081301,26.6933692130598,58.3831625,1724.7413419825955
834,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 63",3,64.7,105000,6.0,Baastase,33.57136216,1.0,2.0,5.0,3.0,83.0,0.83214319,40.0,26.77803939448035,58.37024347098243,3443.052524417062
835,"Tartu, Tartu linn, Kesklinn, Lao 2",1,12.8,45000,86.0,Hea tase,67.86955006,2.0,4.0,11.0,115.0,32.0,0.3213045,46.17695630081301,26.72955308636792,58.3748226,726.0555957894663
836,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-24",2,58.0,349990,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
837,"Tartu, Ränilinn, Rehetare tee 2",5,132.0,265000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
838,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-3",4,83.6,214900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
839,"Tartu, Annelinn, Mõisavahe 38",4,78.1,125500,14.0,Baastase,35.08545566,2.0,6.0,6.0,7.0,82.0,0.82457272,46.17695630081301,26.777470745530728,58.3727915,3330.9462333538336
840,"Tartu, Tartu linn, Maarjamõisa, Tervishoiu 3",2,46.7,129000,22.0,Baastase,56.58942001,1.0,1.0,5.0,3.0,72.0,0.7170529,40.0,26.70168730279898,58.3742615,1368.5500571981925
841,"Tartu, Tartu linn, Tammelinn, Suur kaar 58",3,50.4,103000,8.0,Baastase,45.81329898,1.0,1.0,2.0,3.0,77.0,0.77093351,50.0,26.70345118571429,58.362827,2216.7420255255747
842,"Tartu, Tartu linn, Karlova, Tähe tn 68-8",1,15.8,56000,17.0,Baastase,57.98183366,2.0,2.0,5.0,13.0,71.0,0.71009083,50.0,26.73026687344497,58.365102,1734.8341856974312
843,"Tartu, Kesklinn, Kastani tn 32",3,66.7,159900,33.0,Hea tase,73.33086435,2.0,6.0,8.0,36.0,27.0,0.26669136,55.0,26.71400137037088,58.37208825,1015.0129260306655
844,"Tartu, Kesklinn, Pikk tn 2",4,60.2,150000,46.0,Hea tase,60.8146429,2.0,3.0,11.0,32.0,39.0,0.39185357,50.0,26.72950014458805,58.385105,699.8680451321703
845,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-13",4,91.2,279900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752531608695023,58.39924085879738,2771.0535209028326
846,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 16-2",3,58.7,156990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.75408805278503,58.3866365,1998.7752654199098
847,"Tartu, Tartu linn, Karlova, Lootuse tn 2a-1",1,30.5,139000,21.0,Baastase,65.68384537,2.0,4.0,10.0,19.0,67.0,0.67158077,55.0,26.72630638547293,58.37031325,1115.3648186439964
848,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-7 (Broneeritud)",5,101.8,216990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
849,"Tartu, Annelinn, Jaama 167-46",4,84.3,211000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
850,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 38",4,78.5,119000,14.0,Baastase,35.08545566,2.0,6.0,6.0,7.0,82.0,0.82457272,46.17695630081301,26.777470745530728,58.3727915,3330.9462333538336
851,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-24",2,45.9,152900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
852,"Tartu, Tartu linn, Annelinn, Anne tn 71",3,62.4,109000,25.0,Baastase,26.57337897,4.0,6.0,8.0,12.0,87.0,0.86713311,46.17695630081301,26.761560245471017,58.3740625,2395.2969696244313
853,"Tartu, Tartu linn, Karlova, Ropkamõisa park, Ropka tee 6",2,44.2,114000,6.0,Baastase,39.822968,1.0,4.0,4.0,8.0,80.0,0.80088516,46.17695630081301,26.73200037184116,58.3545045,2907.2341485397556
854,"Tartu, Tartu linn, Karlova, Lootuse tn 10 (Broneeritud)",1,36.2,62500,23.0,Hea tase,63.68107591,2.0,4.0,9.0,28.0,36.0,0.36318924,55.0,26.72469331578948,58.3699375,1140.7623420723855
855,"Tartu, Tartu linn, Ropka tööstusrajoon, Ringtee tn 3",3,62.9,137000,3.0,-,20.58534017,0.0,0.0,0.0,0.0,100.0,1.0,45.0,26.71733273642081,58.3410925,4354.3665143186345
856,"Tartu, Tartu linn, Jaamamõisa, Lehe tn 25-3",3,67.6,189000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.76216067729729,58.3828362,2353.63338738628
857,"Tartu, Tartu linn, Karlova, Lootuse tn 2a-1",1,30.5,139000,21.0,Baastase,65.68384537,2.0,4.0,10.0,19.0,67.0,0.67158077,55.0,26.72630638547293,58.37031325,1115.3648186439964
858,"Tartu, Tartu linn, Jaamamõisa, Sõpruse pst 1",2,46.2,80000,24.0,Baastase,54.28425662,4.0,3.0,6.0,12.0,73.0,0.72857872,55.0,26.752260576601667,58.379737,1755.1720113991582
859,"Tartu, Tartu linn, Kesklinn, Kalevi 37",5,115.1,319000,59.0,Hea tase,62.50185789,1.0,5.0,10.0,70.0,37.0,0.37498142,50.0,26.730487,58.373389,888.7880734647258
860,"Tartu, Kesklinn, Filosoofi 7",3,71.3,139900,37.0,Hea tase,73.96859979,3.0,5.0,7.0,38.0,26.0,0.260314,55.0,26.71936996849755,58.3702555,1109.5198819400707
861,"Tartu, Tartu linn, Annelinn, Kalda tee 34",4,72.9,139900,10.0,Baastase,36.7899038,3.0,3.0,7.0,5.0,82.0,0.81605048,50.0,26.76895220157482,58.3689927,2998.755030644563
862,"Tartu, Tartu linn, Kesklinn, Turu tn 17",3,53.8,127000,43.0,Hea tase,66.21419397,1.0,3.0,11.0,47.0,34.0,0.33785806,60.0,26.73466694526316,58.3741865,979.8289825035554
863,"Tartu, Jaamamõisa, Lääne 5",2,48.3,70000,15.0,Baastase,50.90087685,3.0,1.0,4.0,8.0,75.0,0.74549562,46.17695630081301,26.75329982437271,58.3832165,1848.316322235237
864,"Tartu, Tartu linn, Ülejõe, Pärna tn 10",3,47.0,100000,18.0,Baastase,58.54933962,2.0,2.0,11.0,10.0,71.0,0.7072533,40.0,26.740649,58.382439,1106.447291013012
865,"Tartu, Tartu linn, Ropka, Rahu 9",3,62.3,130000,4.0,Baastase,61.52168745,2.0,2.0,4.0,8.0,69.0,0.69239156,46.17695630081301,26.72400139446978,58.3572963,2541.9550752376144
866,"Tartu, Tartu linn, Tammelinn, Tammepärja 19-2 (Broneeritud)",4,107.0,341000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.694280373396232,58.36053472263913,2726.109407274994
867,"Tartu, Ülejõe, Mäe 29",2,37.0,75000,31.0,Hea tase,57.09311575,1.0,2.0,10.0,14.0,43.0,0.42906884,55.0,26.730284291666667,58.3866065,863.2374265393098
868,"Tartu, Tartu linn, Veeriku, Ilmatsalu 26a-30",2,46.3,139000,20.0,Baastase,49.8098706,1.0,3.0,3.0,6.0,75.0,0.75095065,55.0,26.68766946805556,58.377191,2050.0459545544145
869,"Tartu, Tartu linn, Ihaste, Krookuse 6-6",4,98.6,229000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.769054851447105,58.3556806,3859.4708052970545
870,"Tartu, Tartu linn, Karlova, Õnne 45",2,43.6,87000,10.0,Baastase,64.83383078,2.0,2.0,6.0,12.0,68.0,0.67583085,55.0,26.734057166786226,58.368149,1499.2402904755804
871,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 1",2,42.4,79000,16.0,Baastase,51.89072092,4.0,2.0,5.0,9.0,74.0,0.7405464,45.0,26.75144030063153,58.3822095,1722.7609899453455
872,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-13",3,79.1,305000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
873,"Tartu, Tartu linn, Ülejõe, Mäe 12",2,45.9,82000,45.0,Hea tase,57.91467079,2.0,3.0,11.0,33.0,42.0,0.42085329,45.0,26.72846324638488,58.385764,727.5989421384903
874,"Tartu, Tartu linn, Karlova, Raua tn 20",4,113.1,360000,6.0,Baastase,31.83596479,2.0,1.0,3.0,4.0,84.0,0.84082018,45.0,26.736529210892805,58.3623765,2143.2330569772816
875,"Tartu, Tartu linn, Vaksali, Vabriku 3",2,53.9,157000,31.0,Baastase,56.69814169,3.0,3.0,3.0,10.0,72.0,0.71650929,40.0,26.70432418182064,58.37710185,1101.6829332243742
876,"Tartu, Tartu linn, Annelinn, Sõpruse pst 19",4,78.3,119900,32.0,Hea tase,56.50980584,4.0,4.0,8.0,19.0,43.0,0.43490194,50.0,26.7485435648828,58.37625525,1595.8405056865302
877,"Tartu, Annelinn, Sõpruse pst 1",1,27.8,61900,24.0,Baastase,54.28425662,4.0,3.0,6.0,12.0,73.0,0.72857872,55.0,26.752260576601667,58.379737,1755.1720113991582
878,"Tartu, Tartu linn, Annelinn, Ihaste põik 20",2,50.6,183000,2.0,-,8.04959438,0.0,0.0,4.0,0.0,100.0,1.0,50.0,26.76270449153188,58.3668332,2789.667029584293
879,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 22-11",2,48.3,163900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752531608695023,58.39924085879738,2771.0535209028326
880,"Tartu, Tartu linn, Ränilinn, Kevade tn 15-5",4,103.4,258900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,27.155531683912965,58.66316181644048,40391.48976888355
881,"Tartu, Tartu linn, Kesklinn, Raekoja plats 4-6 (Broneeritud)",1,22.9,124990,123.0,Hea tase,65.35624919,2.0,3.0,11.0,145.0,35.0,0.34643751,46.17695630081301,26.721694841397728,58.38047395,53.51346705124285
882,"Tartu, Tartu linn, Vaksali, Vaksali 11 (Broneeritud)",2,49.7,119900,29.0,Hea tase,69.99490614,2.0,5.0,6.0,32.0,30.0,0.30005094,45.0,26.71096176171024,58.3720572,1113.6089844637033
883,"Tartu, Tartu linn, Karlova, Siili tn 10-24",3,78.1,218000,8.0,-,24.62254439,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.61868824516432,58.325984000000005,8550.508831046573
884,"Tartu, Tartu linn, Ränilinn, Kvartsi 7",3,71.6,209000,0.0,-,3.96380986,0.0,0.0,1.0,0.0,100.0,1.0,40.0,26.683820601034856,58.34902085,4128.849414122347
885,"Tartu, Tartu linn, Ülejõe, Puiestee tn 112a",1,34.4,62000,8.0,Baastase,51.47170237,2.0,2.0,5.0,8.0,74.0,0.74264149,46.17695630081301,26.74172199999999,58.38529325,1276.643004992953
886,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 39",1,30.3,63000,13.0,Baastase,35.92088439,2.0,6.0,6.0,8.0,82.0,0.82039558,46.17695630081301,26.776792,58.3732495,3280.190472544814
887,"Tartu, Kesklinn, Aleksandri tn 19",3,64.4,165000,57.0,Hea tase,63.97362497,1.0,4.0,11.0,64.0,36.0,0.36026375,50.0,26.73241510403112,58.37387935,912.4153453342012
888,"Tartu, Tartu linn, Annelinn, Anne 92",4,78.4,124900,20.0,Baastase,51.70531354,4.0,5.0,8.0,8.0,74.0,0.74147343,40.0,26.7642425,58.378329,2463.668124808911
889,"Tartu, Tartu linn, Ropka, Aardla tn 5",2,46.2,89000,6.0,Baastase,65.15818231,2.0,4.0,3.0,9.0,67.0,0.67420909,50.0,26.728737492537345,58.3563645,2670.6909792194974
890,"Tartu, Tartu linn, Veeriku, Nisu tn 19",3,53.4,125000,10.0,Baastase,52.01713496,1.0,3.0,3.0,2.0,74.0,0.73991433,50.0,26.68561490300317,58.3732295,2277.0441564547777
891,"Tartu, Kesklinn, Anne tn 80 (Broneeritud)",3,63.2,99900,25.0,Baastase,36.60567071,4.0,6.0,8.0,10.0,82.0,0.81697165,40.0,26.762515137402016,58.3773867,2374.040982564025
892,"Tartu, Tartu linn, Ihaste, Krookuse tn 4-1",4,100.0,249000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.76874722293068,58.35536035,3872.030809161758
893,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-20",2,45.2,134990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
894,"Tartu, Tartu linn, Raadi-Kruusamäe, Orava tn 13",3,62.6,100000,9.0,Baastase,48.84844521,1.0,1.0,4.0,6.0,76.0,0.75575777,40.0,26.7329914224138,58.390242,1292.1637549475163
