Index,Address,Room Count,Size,Price,Teenus_arv,Teenustase,Tookoht_protsent,Kool_arv,Lasteaed_arv,Toidupood_arv,Toidukoht_arv,Parkimisnorm,Parkimis_koefitsent,MYRAKLASS,Longitude,Latitude,Distance
382,"Tartu, Tartu linn, Karlova, Linda tn 10",3,66.4,149000,7.0,Baastase,56.03975332,2.0,2.0,5.0,14.0,72.0,0.71980123,46.17695630081301,26.73162348654016,58.367641500000005,1491.7166160508864
383,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-11",2,45.2,132990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
384,"Tartu, Tartu linn, Annelinn, Kaunase pst 24",1,34.4,65000,12.0,Baastase,54.36593432,4.0,6.0,7.0,5.0,73.0,0.72817033,50.0,26.767074093023258,58.371506,2790.9560143925405
385,"Tartu, Kesklinn, J. Kuperjanovi tn 38a",5,123.0,259000,31.0,Hea tase,57.65326359,3.0,5.0,5.0,32.0,42.0,0.42346736,46.17695630081301,26.71089059678937,58.37587695,815.0856399192986
386,"Tartu, Annelinn, Jaama 167-45",3,68.3,172000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
387,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 47",4,78.5,125000,14.0,Baastase,36.6144736,2.0,5.0,6.0,8.0,82.0,0.81692763,40.0,26.778802909722224,58.3740645,3375.4516039723853
388,"Tartu, Tartu linn, Raadi-Kruusamäe, Põllu 6",3,58.2,110000,4.0,-,44.36538862,0.0,1.0,2.0,2.0,100.0,1.0,46.17695630081301,26.713312245967742,58.400009,2278.6209197400617
389,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-4",3,59.8,175900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
390,"Tartu, Tartu linn, Vaksali, Vabriku 3",2,37.0,115000,31.0,Baastase,56.69814169,3.0,3.0,3.0,10.0,72.0,0.71650929,40.0,26.70432418182064,58.37710185,1101.6829332243742
391,"Tartu, Tartu linn, Annelinn, Jaama 175",3,65.1,104000,16.0,Baastase,18.04424231,4.0,5.0,7.0,5.0,91.0,0.90977879,45.0,26.7653638039272,58.3789362,2524.671274114927
392,"Tartu, Tartu linn, Supilinn, Tähtvere tn 27",2,62.1,122900,22.0,Baastase,47.52649357,1.0,3.0,1.0,15.0,76.0,0.76236753,45.0,26.71025801359061,58.38522085,905.0084603978969
393,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-13",3,59.9,166900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
394,"Tartu, Tartu linn, Kesklinn, J. Kuperjanovi tn 20",2,40.4,101000,41.0,Hea tase,60.72494161,3.0,6.0,7.0,38.0,39.0,0.39275058,46.17695630081301,26.711975548486087,58.37616,745.1265374051148
395,"Tartu, Tartu linn, Tähtvere, Friedrich Reinhold Kreutzwaldi 50",1,35.0,129000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.69616653594484,58.3873005,1724.7622444588224
396,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-2",2,50.2,150900,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.3025326845172
397,"Tartu, Tartu linn, Kesklinn, A. H. Tammsaare tn 2-16",3,68.8,199000,6.0,-,51.53815502,0.0,1.0,4.0,3.0,100.0,1.0,46.17695630081301,26.694218758108107,58.382562,1663.7402932998555
398,"Tartu, Tartu linn, Kesklinn, Vallikraavi 10",3,60.6,194000,113.0,Hea tase,65.83249332,3.0,7.0,11.0,148.0,34.0,0.34167507,46.17695630081301,26.7198880958238,58.3778606,285.6395302206107
399,"Tartu, Tartu linn, Kesklinn, Kroonuaia 20",4,295.0,179000,71.0,Hea tase,51.37455151,2.0,3.0,7.0,91.0,49.0,0.48625448,55.0,26.714641621203675,58.382837,540.4065493149574
400,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-5",2,44.9,144900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
401,"Tartu, Tartu linn, Kesklinn, Tiigi 17",2,39.9,119700,55.0,Hea tase,60.72494161,3.0,6.0,8.0,64.0,39.0,0.39275058,45.0,26.71441235,58.37546215,691.4383754591474
402,"Tartu, Tartu linn, Jaamamõisa, Jaamamõisa tn 8-1",2,32.5,61900,3.0,Baastase,19.47085081,1.0,1.0,2.0,1.0,90.0,0.90264575,46.17695630081301,26.74993498558898,58.385468,1725.4394811362047
403,"Tartu, Tartu linn, Ülejõe, Staadioni tn 14",2,40.5,103000,23.0,Baastase,53.40961671,2.0,3.0,4.0,6.0,73.0,0.73295192,55.0,26.722860240785835,58.38959355,1058.039889610674
404,"Tartu, Tartu linn, Annelinn, Mõisavahe tn 42",2,46.2,80000,13.0,Baastase,36.7939511,2.0,5.0,6.0,8.0,82.0,0.81603024,46.17695630081301,26.7784755,58.373198,3377.3723335077148
405,"Tartu, Tartu linn, Annelinn, Mõisavahe 71/2",2,50.9,179870,6.0,Baastase,33.57136216,1.0,2.0,5.0,2.0,83.0,0.83214319,46.17695630081301,26.77412075705074,58.367012,3366.2077378089166
406,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-1",3,63.0,179900,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.3025326845172
407,"Tartu, Tartu linn, Annelinn, Kaunase pst 65",1,33.6,62900,16.0,Baastase,30.45084213,3.0,6.0,7.0,8.0,85.0,0.84774579,46.17695630081301,26.77281064117647,58.3733025,3052.6375843874594
408,"Tartu, Tartu linn, Raadi-Kruusamäe, Pärna allee 8",2,67.2,139900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.741406669331468,58.405272,3018.9689104471786
409,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-5",3,62.1,265000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
410,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-15",2,43.4,135900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183027
411,"Tartu, Tartu linn, Annelinn, Kaunase pst 3",3,66.6,145000,12.0,Baastase,29.6979463,4.0,5.0,8.0,5.0,85.0,0.85151027,46.17695630081301,26.7650344251386,58.373073000000005,2621.8235825291736
412,"Tartu, Tartu linn, Annelinn, Kaunase pst 12",3,63.1,103000,19.0,Baastase,33.66938377,4.0,6.0,7.0,9.0,83.0,0.83165308,46.17695630081301,26.76566744015444,58.374338,2619.1140448070487
413,"Tartu, Tartu linn, Annelinn, Kaunase pst 62",2,46.1,85900,16.0,Baastase,30.63031963,4.0,6.0,7.0,8.0,85.0,0.8468484,46.17695630081301,26.77191673113426,58.37314055,3006.602960070006
414,"Tartu, Annelinn, Jaama 167-27",3,68.3,175000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
415,"Tartu, Tartu linn, Tammelinn, Riia 48",2,38.8,109000,22.0,-,57.00761743,2.0,0.0,3.0,23.0,100.0,1.0,60.0,26.70808866956522,58.367761,1605.3727701805324
416,"Tartu, Tartu linn, Kesklinn, Anne 1",2,46.9,123900,19.0,Baastase,56.13992993,4.0,1.0,9.0,12.0,72.0,0.71930035,46.17695630081301,26.743009280017155,58.3815685,1224.4063531410345
417,"Tartu, Tartu linn, Annelinn, Anne tn 77",2,49.5,77000,23.0,Baastase,26.57337897,4.0,6.0,9.0,10.0,87.0,0.86713311,46.17695630081301,26.761779576957338,58.375062,2378.8940124124742
418,"Tartu, Tartu linn, Ülejõe, HEA ASUKOHT KESKLINNA PIIRIL, Pikk 86",3,62.9,118000,37.0,Hea tase,57.66240603,3.0,2.0,10.0,22.0,42.0,0.42337594,50.0,26.744501535613885,58.3778252,1325.2375826009934
419,"Tartu, Tartu linn, Annelinn, Jaama tn 191",3,65.3,85000,17.0,Baastase,18.87967104,4.0,6.0,8.0,7.0,91.0,0.90560164,40.0,26.7667575,58.377897,2614.457708839097
420,"Tartu, Tartu linn, Variku, Rehetare tee 1",1,39.0,97000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.705244,58.334795,5143.687880504038
421,"Tartu, Kesklinn, Lai 36b-2",2,49.3,199000,95.0,Hea tase,67.59969412,1.0,4.0,10.0,114.0,32.0,0.32400306,46.17695630081301,26.72026895066297,58.38374035,422.04876494382535
422,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-6",2,44.3,144900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
423,"Tartu, Tartu linn, Variku, Rehetare tee 11-1",4,164.9,295000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
424,"Tartu, Annelinn, Mõisavahe 37",4,78.2,120000,14.0,Baastase,35.92088439,2.0,4.0,6.0,8.0,82.0,0.82039558,40.0,26.778193474797845,58.3723135,3385.2360385186644
425,"Tartu, Tartu linn, Kesklinn, Karlova, Öö tn 2",3,145.7,500000,26.0,Hea tase,70.59029374,2.0,6.0,10.0,33.0,29.0,0.29409706,40.0,26.72749963936404,58.3720276,949.7753063124331
426,"Tartu, Tartu linn, Raadi-Kruusamäe, Erminurme tee 18-6",2,57.0,171900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.752218060396828,58.3977279,2631.3681970651337
427,"Tartu, Tartu linn, Vaksali, Kooli tn 34//36",3,64.7,160000,38.0,Baastase,55.27831437,3.0,5.0,1.0,15.0,72.0,0.72360843,46.17695630081301,26.70707416098777,58.3780675,917.3204957019838
428,"Tartu, Tartu linn, Annelinn, Luunja, Tamme tee 7",4,120.0,233900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.801438994161,58.379027050000005,4633.489258643793
429,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 12-15",2,45.9,148900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
430,"Tartu, Tartu linn, Raadi-Kruusamäe, Hauskari tn 6",3,72.4,189500,2.0,-,2.45468112,0.0,0.0,0.0,0.0,100.0,1.0,40.0,26.7013230022834,58.4043129,2962.1435295665287
431,"Tartu, Tartu linn, Kastani tn 157 // 159",2,33.9,75000,23.0,Baastase,65.90228499,2.0,1.0,3.0,26.0,67.0,0.67048858,50.0,26.7185359040882,58.3680624,1358.4304278517732
432,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 14",2,47.8,78500,12.0,Baastase,50.90087685,3.0,1.0,3.0,6.0,75.0,0.74549562,50.0,26.755839007392566,58.3842785,2018.341986895591
433,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/1-9",3,61.9,275000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
434,"Tartu, Tartu linn, Kesklinn, Aleksandri tn 5 (Broneeritud)",2,39.1,99000,87.0,Hea tase,73.01240087,2.0,5.0,11.0,121.0,27.0,0.26987599,50.0,26.72967369727273,58.3754965,671.2773217058705
435,"Tartu, Tartu linn, Karlova, Koidu tn 20 // 22",1,30.9,69500,17.0,Baastase,60.7674276,2.0,4.0,10.0,21.0,70.0,0.69616286,46.17695630081301,26.72390713166857,58.370890450000005,1030.231820485408
436,"Tartu, Tartu linn, Karlova, Võru tn 54-2",3,46.7,153900,39.0,Hea tase,66.69058792,2.0,6.0,9.0,47.0,33.0,0.33309412,60.0,26.721776278674817,58.37051335,1068.150182991862
437,"Tartu, Tartu linn, Kesklinn, Fortuuna tn 27-18",4,131.4,699000,70.0,Hea tase,61.65628658,2.0,2.0,13.0,62.0,38.0,0.38343713,60.0,26.73539363247176,58.38090445,773.104484089641
438,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-20",3,64.9,181900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183027
439,"Tartu, Tartu linn, Tammelinn, L. Puusepa tn 29",2,35.9,89000,25.0,Baastase,50.47376563,1.0,1.0,5.0,5.0,75.0,0.74763117,46.17695630081301,26.69996658464825,58.37321,1513.8122296985334
440,"Tartu, Tartu linn, Raadi-Kruusamäe, Kaupmehe tn 12-19",3,65.2,177900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.7477789478951,58.346265205735016,4053.65993280633
441,"Tartu, Tartu linn, Annelinn, Kaunase pst 11-29 (Broneeritud)",2,47.0,87000,21.0,Baastase,36.6144736,4.0,6.0,8.0,9.0,82.0,0.81692763,46.17695630081301,26.76652235238911,58.374113,2673.785733805012
442,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-1",2,42.4,142900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
443,"Tartu, Tartu linn, Annelinn, Mõisavahe 26",3,65.6,89000,11.0,Baastase,35.08545566,2.0,3.0,5.0,3.0,82.0,0.82457272,45.0,26.772606262385324,58.36917595,3186.888244132776
444,"Tartu, Annelinn, Anne 92",4,78.0,118000,20.0,Baastase,51.70531354,4.0,5.0,8.0,8.0,74.0,0.74147343,40.0,26.7642425,58.378329,2463.668124808911
445,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 17",1,31.4,54900,15.0,Baastase,51.05529219,3.0,1.0,5.0,9.0,74.0,0.74472354,50.0,26.755503152172253,58.38280175,1967.4870933883349
446,"Tartu, Tartu linn, Ropka, Võru 156a",2,35.0,95000,13.0,Baastase,63.90244592,2.0,1.0,5.0,11.0,68.0,0.68048777,60.0,26.72207474230512,58.3587135,2382.104265273907
447,"Tartu, Tartu linn, Kesklinn, Riia tn 5",2,71.1,169000,104.0,Hea tase,85.38892806,3.0,6.0,12.0,143.0,15.0,0.14611072,60.0,26.724437857138632,58.3754072,537.8587421685932
448,"Tartu, Tartu linn, Ülejõe, Ülejõe, Ujula tn 51/1-6",2,39.3,185000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
449,"Tartu, Tartu linn, Ülejõe, Ujula tn 51/2-1",5,113.9,449000,3.0,-,29.31731487,0.0,1.0,2.0,4.0,100.0,1.0,46.17695630081301,26.71630179510244,58.392006,1371.3380504088582
450,"Tartu, Tartu linn, Annelinn, Ihaste põik 30",2,47.9,170000,4.0,-,21.56977877,0.0,0.0,4.0,1.0,100.0,1.0,50.0,26.764875693000057,58.36619935,2934.8544611027282
451,"Tartu, Tartu linn, Karlova, Rebase 17-4",2,44.2,142300,10.0,-,47.50667637,1.0,0.0,3.0,8.0,100.0,1.0,45.0,26.7446766906556,58.367695,1904.8299603547478
452,"Tartu, Tartu linn, Karlova, Siili tn 12-3",2,65.9,205000,8.0,-,23.81941821,0.0,0.0,3.0,5.0,100.0,1.0,46.17695630081301,26.618443,58.3262085,8543.097436663144
453,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-9",2,43.9,142900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
454,"Tartu, Kesklinn, Kitsas 5",2,47.2,275000,120.0,Hea tase,69.58960367,4.0,6.0,12.0,152.0,30.0,0.30410396,40.0,26.72312955042484,58.3775509,288.32769595667935
455,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 15a (Broneeritud)",3,62.6,154000,17.0,Baastase,54.24921728,4.0,3.0,5.0,9.0,73.0,0.72875391,46.17695630081301,26.75510091436593,58.3819712,1932.0999073802498
456,"Tartu, Tartu linn, Tammelinn, Tamme pst 82",4,110.2,285000,1.0,Baastase,39.04399236,1.0,2.0,1.0,1.0,80.0,0.80478004,45.0,26.697519451142007,58.3569105,2961.293251301066
457,"Tartu, Kesklinn, Uppsala 1",3,62.9,145000,81.0,Hea tase,56.2147282,3.0,6.0,8.0,114.0,44.0,0.43785272,45.0,26.7167994809456,58.3785675,362.6251859635134
458,"Tartu, Tartu linn, Supilinn, Meloni 33-6",2,31.7,188000,7.0,-,35.00083101,1.0,1.0,1.0,0.0,100.0,1.0,40.0,26.71309246237952,58.38955615,1182.186857989629
459,"Tartu, Tartu linn, Kesklinn, Tähe tn 1",4,93.9,227000,40.0,Hea tase,69.23331249,2.0,7.0,12.0,53.0,31.0,0.30766688,50.0,26.72556485,58.3719914,923.4993955705474
460,"Tartu, Tartu linn, Ränilinn, Riia mnt 215",2,44.4,120000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.67359777010485,58.35180135,4248.473004382518
461,"Tartu, Tartu linn, Annelinn, Jaama tn 191",1,30.3,75000,17.0,Baastase,18.87967104,4.0,6.0,8.0,7.0,91.0,0.90560164,40.0,26.7667575,58.377897,2614.457708839097
462,"Tartu, Ränilinn, Rehetare tee 2",5,127.6,255000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.70569858516169,58.33667051161451,4933.605064179058
463,"Tartu, Tartu linn, Kesklinn, Rebase tn 25",2,47.8,164900,10.0,-,38.45225608,1.0,0.0,3.0,8.0,100.0,1.0,50.0,26.747055250000003,58.3679475,1983.8867072763248
464,"Tartu, Tartu linn, Annelinn, Jaama tn 177",3,64.5,124000,16.0,Baastase,30.78676447,4.0,6.0,6.0,7.0,85.0,0.84606618,50.0,26.76620452368812,58.3790675,2573.095079349961
465,"Tartu, Tartu linn, Kesklinn, Toomemägi, Vallikraavi tn 12",4,116.0,499000,106.0,Hea tase,68.7753435,3.0,6.0,10.0,135.0,31.0,0.31224656,46.17695630081301,26.718860598619244,58.37773765,330.0988191645125
466,"Tartu, Tartu linn, Veeriku, Veeriku tn 12c",3,72.0,191900,24.0,Baastase,43.10659924,1.0,4.0,3.0,4.0,78.0,0.784467,46.17695630081301,26.69283975,58.3746905,1824.2125441819917
467,"Tartu, Tartu linn, Ülejõe, Puiestee tn 26",1,21.6,45000,6.0,-,48.34985433,0.0,1.0,2.0,6.0,100.0,1.0,40.0,26.72157232098765,58.392488,1380.470364810488
468,"Tartu, Tartu linn, Jaamamõisa, Põhja pst 17",3,63.6,119000,15.0,Baastase,51.05529219,3.0,1.0,5.0,9.0,74.0,0.74472354,50.0,26.755503152172253,58.38280175,1967.4870933883349
469,"Tartu, Tartu linn, Kesklinn, Kalevi tn 11",4,112.4,375000,93.0,Hea tase,73.01240087,2.0,6.0,12.0,120.0,27.0,0.26987599,50.0,26.7284298688748,58.3749945,673.2835799327056
470,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 10-28",3,51.2,170900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
471,"Tartu, Tartu linn, Karlova, Vaba tn 6",2,34.9,89900,18.0,Baastase,57.86920186,3.0,1.0,5.0,27.0,71.0,0.71065399,50.0,26.72310364678792,58.3664013,1526.5621256185934
472,"Tartu, Kesklinn, Kaunase pst 7",3,62.8,99000,21.0,Baastase,35.74140689,4.0,6.0,8.0,6.0,82.0,0.82129297,46.17695630081301,26.76605169649985,58.373344900000006,2669.9888174106122
473,"Tartu, Vaksali, J. Kuperjanovi 58",2,45.4,152000,23.0,Baastase,54.1461375,3.0,4.0,2.0,16.0,73.0,0.72926931,46.17695630081301,26.70893765144838,58.37452995,996.6032099730445
474,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-12",3,88.8,355000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
475,"Tartu, Tartu linn, Kesklinn, Riia tn 20a",3,64.5,269000,47.0,Hea tase,79.93601388,3.0,7.0,9.0,52.0,20.0,0.20063986,46.17695630081301,26.718721680083657,58.372189000000006,905.2280112191164
476,"Tartu, Tartu linn, Ihaste, Veibri, Jaanilille tee 1a",1,37.1,86000,2.0,-,1.30585777,0.0,0.0,2.0,0.0,100.0,1.0,46.17695630081301,26.792124931899973,58.3480618,5427.025683873391
477,"Tartu, Tartu linn, Annelinn, Sõpruse pst 10",2,46.5,129000,32.0,Hea tase,56.80744127,3.0,3.0,7.0,17.0,43.0,0.43192559,50.0,26.7513955,58.375526,1778.70994231708
478,"Tartu, Annelinn, Jaama 167-44",2,41.4,159000,21.0,Baastase,51.93388892,4.0,5.0,6.0,5.0,74.0,0.74033056,60.0,26.76250332674439,58.3797559,2354.272470293826
479,"Tartu, Tartu linn, Tähtvere, A. H. Tammsaare 2",3,68.3,130000,6.0,-,51.53815502,0.0,1.0,4.0,3.0,100.0,1.0,46.17695630081301,26.694218758108107,58.382562,1663.7402932998555
480,"Tartu, Tartu linn, Pärna tn 23 // 25",1,19.0,56000,14.0,Baastase,57.64280092,3.0,1.0,11.0,10.0,71.0,0.711786,45.0,26.741552271739124,58.382257,1153.4819847200472
481,"Tartu, Tartu linn, Kesklinn, Tähtvere 4",11,272.2,477000,61.0,Hea tase,50.46555914,2.0,3.0,7.0,84.0,50.0,0.49534441,46.17695630081301,26.71353389215288,58.3829753,603.0739887678732
482,"Tartu, Tartu linn, Ropka, Paruni tn 17-17A",2,63.2,135900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.726845007372408,58.3106543,7739.722994016973
483,"Tartu, Tartu linn, Kesklinn, Lossi tn 21",3,93.1,319000,71.0,Hea tase,49.5470809,3.0,6.0,9.0,110.0,50.0,0.50452919,46.17695630081301,26.71465449642785,58.3794663,450.9988846387948
484,"Tartu, Tartu linn, Karlova, Kuu tn 18",2,48.7,105000,9.0,Baastase,59.63510091,2.0,1.0,4.0,13.0,70.0,0.7018245,55.0,26.73548912142857,58.3669685,1654.6016782571223
485,"Tartu, Tartu linn, Annelinn, Anne tn 82",3,65.0,92900,21.0,Baastase,51.70531354,4.0,5.0,8.0,8.0,74.0,0.74147343,46.17695630081301,26.76274130298131,58.378099,2378.4018128705857
486,"Tartu, Tartu linn, Karlova, Siili 4-22",4,73.2,241000,7.0,-,19.36750737,0.0,0.0,3.0,5.0,100.0,1.0,45.0,26.748489,58.367507200000006,2078.8000821945957
487,"Tartu, Tartu linn, Raadi-Kruusamäe, Piloodi 1-19",3,68.7,191900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.754690525526303,58.40395436121416,3264.2845619148934
488,"Tartu, Tartu linn, Annelinn, Kaunase pst 11",2,49.8,90000,21.0,Baastase,36.6144736,4.0,6.0,8.0,9.0,82.0,0.81692763,46.17695630081301,26.76652235238911,58.374113,2673.785733805012
489,"Tartu, Tartu linn, Raadi-Kruusamäe, Stardiraja tn 3-2",3,63.1,179900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.769573252368453,58.404760658375054,3898.6336289183027
490,"Tartu, Tartu linn, Jaamamõisa, Jaama tn 78",2,61.0,146000,17.0,Baastase,55.41483207,4.0,3.0,5.0,9.0,72.0,0.72292584,55.0,26.75345474162296,58.3817637,1833.910262046782
491,"Tartu, Tartu linn, Annelinn, Luha tn 6",3,68.9,176000,17.0,Baastase,42.20161721,2.0,2.0,7.0,10.0,79.0,0.78899191,55.0,26.755845189944136,58.370781,2222.000753984063
492,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-7",2,52.0,218000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
493,"Tartu, Tartu linn, Raadi-Kruusamäe, Raadiraja tn 10-9",2,37.1,132900,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75054107562552,58.39220170178444,2133.5787409981417
494,"Tartu, Tartu linn, Kesklinn, Puiestee 112A",1,35.2,65000,8.0,Baastase,51.47170237,2.0,2.0,5.0,8.0,74.0,0.74264149,46.17695630081301,26.74172199999999,58.38529325,1276.643004992953
495,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-22",3,72.3,280000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
496,"Tartu, Tartu linn, Annelinn, Sõpruse pst 3",3,56.6,115000,29.0,Hea tase,52.57433295,4.0,3.0,5.0,15.0,47.0,0.47425667,55.0,26.751841301948044,58.3791835,1733.1975333420999
497,"Tartu, Tartu linn, Ihaste, Koidutähe tee 60",2,60.4,139000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.792105900000003,58.3466549,5530.563387586416
498,"Tartu, Tartu linn, Annelinn, Kaunase pst 57",2,46.2,76000,17.0,Baastase,30.45084213,2.0,6.0,7.0,8.0,85.0,0.84774579,46.17695630081301,26.773675,58.3731035,3107.149959104789
499,"Tartu, Tartu linn, Raadi-Kruusamäe, Kukerpuu tn 1-4",2,47.7,141000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.718818592905595,58.40789463667722,3102.4995481593446
500,"Tartu, Tartu linn, Ropka, Soinaste, Sõnajala 15",6,146.6,279900,0.0,-,1.30585777,0.0,0.0,0.0,0.0,100.0,1.0,40.0,26.770468976010097,58.3526615,4159.164502708783
501,"Tartu, Tartu linn, Ülejõe, Pikk tn 3 (Broneeritud)",2,44.5,152000,46.0,Hea tase,61.34490297,2.0,3.0,11.0,34.0,39.0,0.38655097,45.0,26.72776041414141,58.385511,683.0264824834832
502,"Tartu, Tartu linn, Annelinn, Anne tn 30",2,38.1,85000,28.0,Hea tase,52.76378763,4.0,3.0,6.0,14.0,47.0,0.47236212,46.17695630081301,26.74954185340728,58.379675000000006,1596.3498610151512
503,"Tartu, Tartu linn, Kesklinn, Aleksandri 32/1-15",3,91.8,360000,28.0,Hea tase,65.44561192,1.0,3.0,11.0,30.0,35.0,0.34554388,46.17695630081301,26.73625413715018,58.37281655,1152.27592193612
504,"Tartu, Tartu linn, Annelinn, Kaunase pst 10a",4,76.0,110000,18.0,Baastase,35.74140689,4.0,5.0,7.0,5.0,82.0,0.82129297,46.17695630081301,26.765052913719945,58.37374755,2601.401685526636
505,"Tartu, Tartu linn, Jaamamõisa, Lääne tn 14-25",2,45.2,134990,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17695630081301,26.75334588,58.3859385,1930.8669011283569
506,"Tartu, Tartu linn, Raadi-Kruusamäe, Vahi tn 64-6",3,63.0,180900,4.0,-,10.46764837,0.0,1.0,2.0,1.0,100.0,1.0,46.17695630081301,26.71622173694607,58.4020675,2472.3025326845172
507,"Tartu, Tartu linn, Annelinn, Kalda tee 42",3,65.2,99000,10.0,Baastase,35.08140836,2.0,3.0,6.0,5.0,82.0,0.82459296,40.0,26.770044077724428,58.369052,3054.399319907722
